DIM_GHECAUSE_CODE,DIM_GHECAUSE_TITLE,VAL_DALY_RATE100K_NUMERIC,VAL_DTHS_RATE100K_NUMERIC,Gender,AgeGroup,NumericAge
870,Drug use disorders,5093.29,7.172,Male,20 to 24 years,24
1610,Self-harm,2281.79,6.470000000000001,Male,20 to 24 years,20
1610,Self-harm,2281.79,6.470000000000001,Male,20 to 24 years,21
1610,Self-harm,2281.79,6.470000000000001,Male,20 to 24 years,22
1610,Self-harm,2281.79,6.470000000000001,Male,20 to 24 years,23
1610,Self-harm,2281.79,6.470000000000001,Male,20 to 24 years,24
1530,Road injury,2182.06,5.888,Male,20 to 24 years,20
1530,Road injury,2182.06,5.888,Male,20 to 24 years,21
1530,Road injury,2182.06,5.888,Male,20 to 24 years,22
1530,Road injury,2182.06,5.888,Male,20 to 24 years,23
1530,Road injury,2182.06,5.888,Male,20 to 24 years,24
1620,Interpersonal violence,2064.82,5.7219999999999995,Male,20 to 24 years,20
1620,Interpersonal violence,2064.82,5.7219999999999995,Male,20 to 24 years,21
1620,Interpersonal violence,2064.82,5.7219999999999995,Male,20 to 24 years,22
1620,Interpersonal violence,2064.82,5.7219999999999995,Male,20 to 24 years,23
1620,Interpersonal violence,2064.82,5.7219999999999995,Male,20 to 24 years,24
395,COVID-19,540.79,1.1640000000000001,Male,20 to 24 years,20
395,COVID-19,540.79,1.1640000000000001,Male,20 to 24 years,21
395,COVID-19,540.79,1.1640000000000001,Male,20 to 24 years,22
395,COVID-19,540.79,1.1640000000000001,Male,20 to 24 years,23
395,COVID-19,540.79,1.1640000000000001,Male,20 to 24 years,24
1570,Drowning,118.02,0.33399999999999996,Male,20 to 24 years,20
1570,Drowning,118.02,0.33399999999999996,Male,20 to 24 years,21
1570,Drowning,118.02,0.33399999999999996,Male,20 to 24 years,22
1570,Drowning,118.02,0.33399999999999996,Male,20 to 24 years,23
1570,Drowning,118.02,0.33399999999999996,Male,20 to 24 years,24
800,Diabetes mellitus,176.45,0.288,Male,20 to 24 years,20
800,Diabetes mellitus,176.45,0.288,Male,20 to 24 years,21
800,Diabetes mellitus,176.45,0.288,Male,20 to 24 years,22
800,Diabetes mellitus,176.45,0.288,Male,20 to 24 years,23
800,Diabetes mellitus,176.45,0.288,Male,20 to 24 years,24
1575,Exposure to mechanical forces,152.57,0.27,Male,20 to 24 years,20
1575,Exposure to mechanical forces,152.57,0.27,Male,20 to 24 years,21
1575,Exposure to mechanical forces,152.57,0.27,Male,20 to 24 years,22
1575,Exposure to mechanical forces,152.57,0.27,Male,20 to 24 years,23
1575,Exposure to mechanical forces,152.57,0.27,Male,20 to 24 years,24
1400,Congenital anomalies,158.27,0.266,Male,20 to 24 years,20
1400,Congenital anomalies,158.27,0.266,Male,20 to 24 years,21
1400,Congenital anomalies,158.27,0.266,Male,20 to 24 years,22
1400,Congenital anomalies,158.27,0.266,Male,20 to 24 years,23
1400,Congenital anomalies,158.27,0.266,Male,20 to 24 years,24
1150,"Cardiomyopathy, myocarditis, endocarditis",105.33,0.256,Male,20 to 24 years,20
1150,"Cardiomyopathy, myocarditis, endocarditis",105.33,0.256,Male,20 to 24 years,21
1150,"Cardiomyopathy, myocarditis, endocarditis",105.33,0.256,Male,20 to 24 years,22
1150,"Cardiomyopathy, myocarditis, endocarditis",105.33,0.256,Male,20 to 24 years,23
1150,"Cardiomyopathy, myocarditis, endocarditis",105.33,0.256,Male,20 to 24 years,24
870,Drug use disorders,7567.05,13.76,Male,25 to 29 years,25
870,Drug use disorders,7567.05,13.76,Male,25 to 29 years,26
870,Drug use disorders,7567.05,13.76,Male,25 to 29 years,27
870,Drug use disorders,7567.05,13.76,Male,25 to 29 years,28
870,Drug use disorders,7567.05,13.76,Male,25 to 29 years,29
1610,Self-harm,2257.12,6.878,Male,25 to 29 years,25
1610,Self-harm,2257.12,6.878,Male,25 to 29 years,26
1610,Self-harm,2257.12,6.878,Male,25 to 29 years,27
1610,Self-harm,2257.12,6.878,Male,25 to 29 years,28
1610,Self-harm,2257.12,6.878,Male,25 to 29 years,29
1530,Road injury,2142.84,6.034000000000001,Male,25 to 29 years,25
1530,Road injury,2142.84,6.034000000000001,Male,25 to 29 years,26
1530,Road injury,2142.84,6.034000000000001,Male,25 to 29 years,27
1530,Road injury,2142.84,6.034000000000001,Male,25 to 29 years,28
1530,Road injury,2142.84,6.034000000000001,Male,25 to 29 years,29
1620,Interpersonal violence,1423.66,4.168,Male,25 to 29 years,25
1620,Interpersonal violence,1423.66,4.168,Male,25 to 29 years,26
1620,Interpersonal violence,1423.66,4.168,Male,25 to 29 years,27
1620,Interpersonal violence,1423.66,4.168,Male,25 to 29 years,28
1620,Interpersonal violence,1423.66,4.168,Male,25 to 29 years,29
395,COVID-19,903.89,2.386,Male,25 to 29 years,25
395,COVID-19,903.89,2.386,Male,25 to 29 years,26
395,COVID-19,903.89,2.386,Male,25 to 29 years,27
395,COVID-19,903.89,2.386,Male,25 to 29 years,28
395,COVID-19,903.89,2.386,Male,25 to 29 years,29
860,Alcohol use disorders,744.42,0.61,Male,25 to 29 years,25
860,Alcohol use disorders,744.42,0.61,Male,25 to 29 years,26
860,Alcohol use disorders,744.42,0.61,Male,25 to 29 years,27
860,Alcohol use disorders,744.42,0.61,Male,25 to 29 years,28
860,Alcohol use disorders,744.42,0.61,Male,25 to 29 years,29
1230,Cirrhosis of the liver,192.18,0.5780000000000001,Male,25 to 29 years,25
1230,Cirrhosis of the liver,192.18,0.5780000000000001,Male,25 to 29 years,26
1230,Cirrhosis of the liver,192.18,0.5780000000000001,Male,25 to 29 years,27
1230,Cirrhosis of the liver,192.18,0.5780000000000001,Male,25 to 29 years,28
1230,Cirrhosis of the liver,192.18,0.5780000000000001,Male,25 to 29 years,29
1130,Ischaemic heart disease,184.39,0.548,Male,25 to 29 years,25
1130,Ischaemic heart disease,184.39,0.548,Male,25 to 29 years,26
1130,Ischaemic heart disease,184.39,0.548,Male,25 to 29 years,27
1130,Ischaemic heart disease,184.39,0.548,Male,25 to 29 years,28
1130,Ischaemic heart disease,184.39,0.548,Male,25 to 29 years,29
800,Diabetes mellitus,278.86,0.528,Male,25 to 29 years,25
800,Diabetes mellitus,278.86,0.528,Male,25 to 29 years,26
800,Diabetes mellitus,278.86,0.528,Male,25 to 29 years,27
800,Diabetes mellitus,278.86,0.528,Male,25 to 29 years,28
800,Diabetes mellitus,278.86,0.528,Male,25 to 29 years,29
1150,"Cardiomyopathy, myocarditis, endocarditis",163.87,0.45999999999999996,Male,25 to 29 years,25
1150,"Cardiomyopathy, myocarditis, endocarditis",163.87,0.45999999999999996,Male,25 to 29 years,26
1150,"Cardiomyopathy, myocarditis, endocarditis",163.87,0.45999999999999996,Male,25 to 29 years,27
1150,"Cardiomyopathy, myocarditis, endocarditis",163.87,0.45999999999999996,Male,25 to 29 years,28
1150,"Cardiomyopathy, myocarditis, endocarditis",163.87,0.45999999999999996,Male,25 to 29 years,29
870,Drug use disorders,7758.44,17.532,Male,30 to 34 years,30
870,Drug use disorders,7758.44,17.532,Male,30 to 34 years,31
870,Drug use disorders,7758.44,17.532,Male,30 to 34 years,32
870,Drug use disorders,7758.44,17.532,Male,30 to 34 years,33
870,Drug use disorders,7758.44,17.532,Male,30 to 34 years,34
1610,Self-harm,2040.17,6.715999999999999,Male,30 to 34 years,30
1610,Self-harm,2040.17,6.715999999999999,Male,30 to 34 years,31
1610,Self-harm,2040.17,6.715999999999999,Male,30 to 34 years,32
1610,Self-harm,2040.17,6.715999999999999,Male,30 to 34 years,33
1610,Self-harm,2040.17,6.715999999999999,Male,30 to 34 years,34
1530,Road injury,1971.21,5.7780000000000005,Male,30 to 34 years,30
1530,Road injury,1971.21,5.7780000000000005,Male,30 to 34 years,31
1530,Road injury,1971.21,5.7780000000000005,Male,30 to 34 years,32
1530,Road injury,1971.21,5.7780000000000005,Male,30 to 34 years,33
1530,Road injury,1971.21,5.7780000000000005,Male,30 to 34 years,34
395,COVID-19,1450.43,4.41,Male,30 to 34 years,30
395,COVID-19,1450.43,4.41,Male,30 to 34 years,31
395,COVID-19,1450.43,4.41,Male,30 to 34 years,32
395,COVID-19,1450.43,4.41,Male,30 to 34 years,33
395,COVID-19,1450.43,4.41,Male,30 to 34 years,34
1620,Interpersonal violence,1126.91,3.4899999999999998,Male,30 to 34 years,30
1620,Interpersonal violence,1126.91,3.4899999999999998,Male,30 to 34 years,31
1620,Interpersonal violence,1126.91,3.4899999999999998,Male,30 to 34 years,32
1620,Interpersonal violence,1126.91,3.4899999999999998,Male,30 to 34 years,33
1620,Interpersonal violence,1126.91,3.4899999999999998,Male,30 to 34 years,34
1230,Cirrhosis of the liver,461.07,1.514,Male,30 to 34 years,30
1230,Cirrhosis of the liver,461.07,1.514,Male,30 to 34 years,31
1230,Cirrhosis of the liver,461.07,1.514,Male,30 to 34 years,32
1230,Cirrhosis of the liver,461.07,1.514,Male,30 to 34 years,33
1230,Cirrhosis of the liver,461.07,1.514,Male,30 to 34 years,34
1130,Ischaemic heart disease,413.44,1.342,Male,30 to 34 years,30
1130,Ischaemic heart disease,413.44,1.342,Male,30 to 34 years,31
1130,Ischaemic heart disease,413.44,1.342,Male,30 to 34 years,32
1130,Ischaemic heart disease,413.44,1.342,Male,30 to 34 years,33
1130,Ischaemic heart disease,413.44,1.342,Male,30 to 34 years,34
860,Alcohol use disorders,900.01,1.208,Male,30 to 34 years,30
860,Alcohol use disorders,900.01,1.208,Male,30 to 34 years,31
860,Alcohol use disorders,900.01,1.208,Male,30 to 34 years,32
860,Alcohol use disorders,900.01,1.208,Male,30 to 34 years,33
860,Alcohol use disorders,900.01,1.208,Male,30 to 34 years,34
800,Diabetes mellitus,426.82,0.796,Male,30 to 34 years,30
800,Diabetes mellitus,426.82,0.796,Male,30 to 34 years,31
800,Diabetes mellitus,426.82,0.796,Male,30 to 34 years,32
800,Diabetes mellitus,426.82,0.796,Male,30 to 34 years,33
800,Diabetes mellitus,426.82,0.796,Male,30 to 34 years,34
1150,"Cardiomyopathy, myocarditis, endocarditis",237.08,0.748,Male,30 to 34 years,30
1150,"Cardiomyopathy, myocarditis, endocarditis",237.08,0.748,Male,30 to 34 years,31
1150,"Cardiomyopathy, myocarditis, endocarditis",237.08,0.748,Male,30 to 34 years,32
1150,"Cardiomyopathy, myocarditis, endocarditis",237.08,0.748,Male,30 to 34 years,33
1150,"Cardiomyopathy, myocarditis, endocarditis",237.08,0.748,Male,30 to 34 years,34
870,Drug use disorders,6853.35,18.07,Male,35 to 39 years,35
870,Drug use disorders,6853.35,18.07,Male,35 to 39 years,36
870,Drug use disorders,6853.35,18.07,Male,35 to 39 years,37
870,Drug use disorders,6853.35,18.07,Male,35 to 39 years,38
870,Drug use disorders,6853.35,18.07,Male,35 to 39 years,39
395,COVID-19,2105.76,7.154000000000001,Male,35 to 39 years,35
395,COVID-19,2105.76,7.154000000000001,Male,35 to 39 years,36
395,COVID-19,2105.76,7.154000000000001,Male,35 to 39 years,37
395,COVID-19,2105.76,7.154000000000001,Male,35 to 39 years,38
395,COVID-19,2105.76,7.154000000000001,Male,35 to 39 years,39
1610,Self-harm,1743.73,6.24,Male,35 to 39 years,35
1610,Self-harm,1743.73,6.24,Male,35 to 39 years,36
1610,Self-harm,1743.73,6.24,Male,35 to 39 years,37
1610,Self-harm,1743.73,6.24,Male,35 to 39 years,38
1610,Self-harm,1743.73,6.24,Male,35 to 39 years,39
1530,Road injury,1699.31,5.13,Male,35 to 39 years,35
1530,Road injury,1699.31,5.13,Male,35 to 39 years,36
1530,Road injury,1699.31,5.13,Male,35 to 39 years,37
1530,Road injury,1699.31,5.13,Male,35 to 39 years,38
1530,Road injury,1699.31,5.13,Male,35 to 39 years,39
1230,Cirrhosis of the liver,816.75,2.93,Male,35 to 39 years,35
1230,Cirrhosis of the liver,816.75,2.93,Male,35 to 39 years,36
1230,Cirrhosis of the liver,816.75,2.93,Male,35 to 39 years,37
1230,Cirrhosis of the liver,816.75,2.93,Male,35 to 39 years,38
1230,Cirrhosis of the liver,816.75,2.93,Male,35 to 39 years,39
1130,Ischaemic heart disease,810.09,2.888,Male,35 to 39 years,35
1130,Ischaemic heart disease,810.09,2.888,Male,35 to 39 years,36
1130,Ischaemic heart disease,810.09,2.888,Male,35 to 39 years,37
1130,Ischaemic heart disease,810.09,2.888,Male,35 to 39 years,38
1130,Ischaemic heart disease,810.09,2.888,Male,35 to 39 years,39
1620,Interpersonal violence,881.43,2.884,Male,35 to 39 years,35
1620,Interpersonal violence,881.43,2.884,Male,35 to 39 years,36
1620,Interpersonal violence,881.43,2.884,Male,35 to 39 years,37
1620,Interpersonal violence,881.43,2.884,Male,35 to 39 years,38
1620,Interpersonal violence,881.43,2.884,Male,35 to 39 years,39
860,Alcohol use disorders,997.89,1.846,Male,35 to 39 years,35
860,Alcohol use disorders,997.89,1.846,Male,35 to 39 years,36
860,Alcohol use disorders,997.89,1.846,Male,35 to 39 years,37
860,Alcohol use disorders,997.89,1.846,Male,35 to 39 years,38
860,Alcohol use disorders,997.89,1.846,Male,35 to 39 years,39
1120,Hypertensive heart disease,341.19,1.204,Male,35 to 39 years,35
1120,Hypertensive heart disease,341.19,1.204,Male,35 to 39 years,36
1120,Hypertensive heart disease,341.19,1.204,Male,35 to 39 years,37
1120,Hypertensive heart disease,341.19,1.204,Male,35 to 39 years,38
1120,Hypertensive heart disease,341.19,1.204,Male,35 to 39 years,39
800,Diabetes mellitus,668.68,1.114,Male,35 to 39 years,35
800,Diabetes mellitus,668.68,1.114,Male,35 to 39 years,36
800,Diabetes mellitus,668.68,1.114,Male,35 to 39 years,37
800,Diabetes mellitus,668.68,1.114,Male,35 to 39 years,38
800,Diabetes mellitus,668.68,1.114,Male,35 to 39 years,39
870,Drug use disorders,5677.86,17.024,Male,40 to 44 years,40
870,Drug use disorders,5677.86,17.024,Male,40 to 44 years,41
870,Drug use disorders,5677.86,17.024,Male,40 to 44 years,42
870,Drug use disorders,5677.86,17.024,Male,40 to 44 years,43
870,Drug use disorders,5677.86,17.024,Male,40 to 44 years,44
395,COVID-19,2990.45,11.346,Male,40 to 44 years,40
395,COVID-19,2990.45,11.346,Male,40 to 44 years,41
395,COVID-19,2990.45,11.346,Male,40 to 44 years,42
395,COVID-19,2990.45,11.346,Male,40 to 44 years,43
395,COVID-19,2990.45,11.346,Male,40 to 44 years,44
1130,Ischaemic heart disease,1715.04,6.742,Male,40 to 44 years,40
1130,Ischaemic heart disease,1715.04,6.742,Male,40 to 44 years,41
1130,Ischaemic heart disease,1715.04,6.742,Male,40 to 44 years,42
1130,Ischaemic heart disease,1715.04,6.742,Male,40 to 44 years,43
1130,Ischaemic heart disease,1715.04,6.742,Male,40 to 44 years,44
1610,Self-harm,1500.87,5.88,Male,40 to 44 years,40
1610,Self-harm,1500.87,5.88,Male,40 to 44 years,41
1610,Self-harm,1500.87,5.88,Male,40 to 44 years,42
1610,Self-harm,1500.87,5.88,Male,40 to 44 years,43
1610,Self-harm,1500.87,5.88,Male,40 to 44 years,44
1530,Road injury,1557.03,4.862,Male,40 to 44 years,40
1530,Road injury,1557.03,4.862,Male,40 to 44 years,41
1530,Road injury,1557.03,4.862,Male,40 to 44 years,42
1530,Road injury,1557.03,4.862,Male,40 to 44 years,43
1530,Road injury,1557.03,4.862,Male,40 to 44 years,44
1230,Cirrhosis of the liver,1049.05,4.13,Male,40 to 44 years,40
1230,Cirrhosis of the liver,1049.05,4.13,Male,40 to 44 years,41
1230,Cirrhosis of the liver,1049.05,4.13,Male,40 to 44 years,42
1230,Cirrhosis of the liver,1049.05,4.13,Male,40 to 44 years,43
1230,Cirrhosis of the liver,1049.05,4.13,Male,40 to 44 years,44
860,Alcohol use disorders,1004.99,2.2399999999999998,Male,40 to 44 years,40
860,Alcohol use disorders,1004.99,2.2399999999999998,Male,40 to 44 years,41
860,Alcohol use disorders,1004.99,2.2399999999999998,Male,40 to 44 years,42
860,Alcohol use disorders,1004.99,2.2399999999999998,Male,40 to 44 years,43
860,Alcohol use disorders,1004.99,2.2399999999999998,Male,40 to 44 years,44
1120,Hypertensive heart disease,560.18,2.192,Male,40 to 44 years,40
1120,Hypertensive heart disease,560.18,2.192,Male,40 to 44 years,41
1120,Hypertensive heart disease,560.18,2.192,Male,40 to 44 years,42
1120,Hypertensive heart disease,560.18,2.192,Male,40 to 44 years,43
1120,Hypertensive heart disease,560.18,2.192,Male,40 to 44 years,44
1620,Interpersonal violence,626.91,2.132,Male,40 to 44 years,40
1620,Interpersonal violence,626.91,2.132,Male,40 to 44 years,41
1620,Interpersonal violence,626.91,2.132,Male,40 to 44 years,42
1620,Interpersonal violence,626.91,2.132,Male,40 to 44 years,43
1620,Interpersonal violence,626.91,2.132,Male,40 to 44 years,44
800,Diabetes mellitus,1057.42,1.656,Male,40 to 44 years,40
800,Diabetes mellitus,1057.42,1.656,Male,40 to 44 years,41
800,Diabetes mellitus,1057.42,1.656,Male,40 to 44 years,42
800,Diabetes mellitus,1057.42,1.656,Male,40 to 44 years,43
800,Diabetes mellitus,1057.42,1.656,Male,40 to 44 years,44
395,COVID-19,4345.98,18.494,Male,45 to 49 years,45
395,COVID-19,4345.98,18.494,Male,45 to 49 years,46
395,COVID-19,4345.98,18.494,Male,45 to 49 years,47
395,COVID-19,4345.98,18.494,Male,45 to 49 years,48
395,COVID-19,4345.98,18.494,Male,45 to 49 years,49
870,Drug use disorders,4357.56,14.532,Male,45 to 49 years,45
870,Drug use disorders,4357.56,14.532,Male,45 to 49 years,46
870,Drug use disorders,4357.56,14.532,Male,45 to 49 years,47
870,Drug use disorders,4357.56,14.532,Male,45 to 49 years,48
870,Drug use disorders,4357.56,14.532,Male,45 to 49 years,49
1130,Ischaemic heart disease,2689.94,11.696,Male,45 to 49 years,45
1130,Ischaemic heart disease,2689.94,11.696,Male,45 to 49 years,46
1130,Ischaemic heart disease,2689.94,11.696,Male,45 to 49 years,47
1130,Ischaemic heart disease,2689.94,11.696,Male,45 to 49 years,48
1130,Ischaemic heart disease,2689.94,11.696,Male,45 to 49 years,49
1610,Self-harm,1324.52,5.732,Male,45 to 49 years,45
1610,Self-harm,1324.52,5.732,Male,45 to 49 years,46
1610,Self-harm,1324.52,5.732,Male,45 to 49 years,47
1610,Self-harm,1324.52,5.732,Male,45 to 49 years,48
1610,Self-harm,1324.52,5.732,Male,45 to 49 years,49
1230,Cirrhosis of the liver,1265.83,5.5200000000000005,Male,45 to 49 years,45
1230,Cirrhosis of the liver,1265.83,5.5200000000000005,Male,45 to 49 years,46
1230,Cirrhosis of the liver,1265.83,5.5200000000000005,Male,45 to 49 years,47
1230,Cirrhosis of the liver,1265.83,5.5200000000000005,Male,45 to 49 years,48
1230,Cirrhosis of the liver,1265.83,5.5200000000000005,Male,45 to 49 years,49
1530,Road injury,1402.15,4.502000000000001,Male,45 to 49 years,45
1530,Road injury,1402.15,4.502000000000001,Male,45 to 49 years,46
1530,Road injury,1402.15,4.502000000000001,Male,45 to 49 years,47
1530,Road injury,1402.15,4.502000000000001,Male,45 to 49 years,48
1530,Road injury,1402.15,4.502000000000001,Male,45 to 49 years,49
1120,Hypertensive heart disease,761.77,3.29,Male,45 to 49 years,45
1120,Hypertensive heart disease,761.77,3.29,Male,45 to 49 years,46
1120,Hypertensive heart disease,761.77,3.29,Male,45 to 49 years,47
1120,Hypertensive heart disease,761.77,3.29,Male,45 to 49 years,48
1120,Hypertensive heart disease,761.77,3.29,Male,45 to 49 years,49
860,Alcohol use disorders,1087.5,2.95,Male,45 to 49 years,45
860,Alcohol use disorders,1087.5,2.95,Male,45 to 49 years,46
860,Alcohol use disorders,1087.5,2.95,Male,45 to 49 years,47
860,Alcohol use disorders,1087.5,2.95,Male,45 to 49 years,48
860,Alcohol use disorders,1087.5,2.95,Male,45 to 49 years,49
800,Diabetes mellitus,1620.41,2.614,Male,45 to 49 years,45
800,Diabetes mellitus,1620.41,2.614,Male,45 to 49 years,46
800,Diabetes mellitus,1620.41,2.614,Male,45 to 49 years,47
800,Diabetes mellitus,1620.41,2.614,Male,45 to 49 years,48
800,Diabetes mellitus,1620.41,2.614,Male,45 to 49 years,49
1140,Stroke,743.69,2.6,Male,45 to 49 years,45
1140,Stroke,743.69,2.6,Male,45 to 49 years,46
1140,Stroke,743.69,2.6,Male,45 to 49 years,47
1140,Stroke,743.69,2.6,Male,45 to 49 years,48
1140,Stroke,743.69,2.6,Male,45 to 49 years,49
395,COVID-19,5616.4,27.03,Male,50 to 54 years,50
395,COVID-19,5616.4,27.03,Male,50 to 54 years,51
395,COVID-19,5616.4,27.03,Male,50 to 54 years,52
395,COVID-19,5616.4,27.03,Male,50 to 54 years,53
395,COVID-19,5616.4,27.03,Male,50 to 54 years,54
1130,Ischaemic heart disease,4472.38,21.776,Male,50 to 54 years,50
1130,Ischaemic heart disease,4472.38,21.776,Male,50 to 54 years,51
1130,Ischaemic heart disease,4472.38,21.776,Male,50 to 54 years,52
1130,Ischaemic heart disease,4472.38,21.776,Male,50 to 54 years,53
1130,Ischaemic heart disease,4472.38,21.776,Male,50 to 54 years,54
870,Drug use disorders,3698.5,14.37,Male,50 to 54 years,50
870,Drug use disorders,3698.5,14.37,Male,50 to 54 years,51
870,Drug use disorders,3698.5,14.37,Male,50 to 54 years,52
870,Drug use disorders,3698.5,14.37,Male,50 to 54 years,53
870,Drug use disorders,3698.5,14.37,Male,50 to 54 years,54
1230,Cirrhosis of the liver,1627.95,7.95,Male,50 to 54 years,50
1230,Cirrhosis of the liver,1627.95,7.95,Male,50 to 54 years,51
1230,Cirrhosis of the liver,1627.95,7.95,Male,50 to 54 years,52
1230,Cirrhosis of the liver,1627.95,7.95,Male,50 to 54 years,53
1230,Cirrhosis of the liver,1627.95,7.95,Male,50 to 54 years,54
1610,Self-harm,1182.65,5.715999999999999,Male,50 to 54 years,50
1610,Self-harm,1182.65,5.715999999999999,Male,50 to 54 years,51
1610,Self-harm,1182.65,5.715999999999999,Male,50 to 54 years,52
1610,Self-harm,1182.65,5.715999999999999,Male,50 to 54 years,53
1610,Self-harm,1182.65,5.715999999999999,Male,50 to 54 years,54
1120,Hypertensive heart disease,1024.99,4.952,Male,50 to 54 years,50
1120,Hypertensive heart disease,1024.99,4.952,Male,50 to 54 years,51
1120,Hypertensive heart disease,1024.99,4.952,Male,50 to 54 years,52
1120,Hypertensive heart disease,1024.99,4.952,Male,50 to 54 years,53
1120,Hypertensive heart disease,1024.99,4.952,Male,50 to 54 years,54
1530,Road injury,1417.44,4.892,Male,50 to 54 years,50
1530,Road injury,1417.44,4.892,Male,50 to 54 years,51
1530,Road injury,1417.44,4.892,Male,50 to 54 years,52
1530,Road injury,1417.44,4.892,Male,50 to 54 years,53
1530,Road injury,1417.44,4.892,Male,50 to 54 years,54
1140,Stroke,1082.54,4.262,Male,50 to 54 years,50
1140,Stroke,1082.54,4.262,Male,50 to 54 years,51
1140,Stroke,1082.54,4.262,Male,50 to 54 years,52
1140,Stroke,1082.54,4.262,Male,50 to 54 years,53
1140,Stroke,1082.54,4.262,Male,50 to 54 years,54
800,Diabetes mellitus,2365.44,4.228,Male,50 to 54 years,50
800,Diabetes mellitus,2365.44,4.228,Male,50 to 54 years,51
800,Diabetes mellitus,2365.44,4.228,Male,50 to 54 years,52
800,Diabetes mellitus,2365.44,4.228,Male,50 to 54 years,53
800,Diabetes mellitus,2365.44,4.228,Male,50 to 54 years,54
650,Colon and rectum cancers,810.14,3.7619999999999996,Male,50 to 54 years,50
650,Colon and rectum cancers,810.14,3.7619999999999996,Male,50 to 54 years,51
650,Colon and rectum cancers,810.14,3.7619999999999996,Male,50 to 54 years,52
650,Colon and rectum cancers,810.14,3.7619999999999996,Male,50 to 54 years,53
650,Colon and rectum cancers,810.14,3.7619999999999996,Male,50 to 54 years,54
395,COVID-19,6709.11,36.833999999999996,Male,55 to 59 years,55
395,COVID-19,6709.11,36.833999999999996,Male,55 to 59 years,56
395,COVID-19,6709.11,36.833999999999996,Male,55 to 59 years,57
395,COVID-19,6709.11,36.833999999999996,Male,55 to 59 years,58
395,COVID-19,6709.11,36.833999999999996,Male,55 to 59 years,59
1130,Ischaemic heart disease,6594.23,36.452,Male,55 to 59 years,55
1130,Ischaemic heart disease,6594.23,36.452,Male,55 to 59 years,56
1130,Ischaemic heart disease,6594.23,36.452,Male,55 to 59 years,57
1130,Ischaemic heart disease,6594.23,36.452,Male,55 to 59 years,58
1130,Ischaemic heart disease,6594.23,36.452,Male,55 to 59 years,59
870,Drug use disorders,3024.12,14.191999999999998,Male,55 to 59 years,55
870,Drug use disorders,3024.12,14.191999999999998,Male,55 to 59 years,56
870,Drug use disorders,3024.12,14.191999999999998,Male,55 to 59 years,57
870,Drug use disorders,3024.12,14.191999999999998,Male,55 to 59 years,58
870,Drug use disorders,3024.12,14.191999999999998,Male,55 to 59 years,59
1230,Cirrhosis of the liver,1932.96,10.724,Male,55 to 59 years,55
1230,Cirrhosis of the liver,1932.96,10.724,Male,55 to 59 years,56
1230,Cirrhosis of the liver,1932.96,10.724,Male,55 to 59 years,57
1230,Cirrhosis of the liver,1932.96,10.724,Male,55 to 59 years,58
1230,Cirrhosis of the liver,1932.96,10.724,Male,55 to 59 years,59
680,"Trachea, bronchus, lung cancers",1678.25,9.258,Male,55 to 59 years,55
680,"Trachea, bronchus, lung cancers",1678.25,9.258,Male,55 to 59 years,56
680,"Trachea, bronchus, lung cancers",1678.25,9.258,Male,55 to 59 years,57
680,"Trachea, bronchus, lung cancers",1678.25,9.258,Male,55 to 59 years,58
680,"Trachea, bronchus, lung cancers",1678.25,9.258,Male,55 to 59 years,59
1120,Hypertensive heart disease,1263.3,6.942,Male,55 to 59 years,55
1120,Hypertensive heart disease,1263.3,6.942,Male,55 to 59 years,56
1120,Hypertensive heart disease,1263.3,6.942,Male,55 to 59 years,57
1120,Hypertensive heart disease,1263.3,6.942,Male,55 to 59 years,58
1120,Hypertensive heart disease,1263.3,6.942,Male,55 to 59 years,59
1140,Stroke,1510.04,6.720000000000001,Male,55 to 59 years,55
1140,Stroke,1510.04,6.720000000000001,Male,55 to 59 years,56
1140,Stroke,1510.04,6.720000000000001,Male,55 to 59 years,57
1140,Stroke,1510.04,6.720000000000001,Male,55 to 59 years,58
1140,Stroke,1510.04,6.720000000000001,Male,55 to 59 years,59
800,Diabetes mellitus,3290.58,6.436,Male,55 to 59 years,55
800,Diabetes mellitus,3290.58,6.436,Male,55 to 59 years,56
800,Diabetes mellitus,3290.58,6.436,Male,55 to 59 years,57
800,Diabetes mellitus,3290.58,6.436,Male,55 to 59 years,58
800,Diabetes mellitus,3290.58,6.436,Male,55 to 59 years,59
1270,Kidney diseases,1316.79,6.004,Male,55 to 59 years,55
1270,Kidney diseases,1316.79,6.004,Male,55 to 59 years,56
1270,Kidney diseases,1316.79,6.004,Male,55 to 59 years,57
1270,Kidney diseases,1316.79,6.004,Male,55 to 59 years,58
1270,Kidney diseases,1316.79,6.004,Male,55 to 59 years,59
1180,Chronic obstructive pulmonary disease,1515.07,5.928,Male,55 to 59 years,55
1180,Chronic obstructive pulmonary disease,1515.07,5.928,Male,55 to 59 years,56
1180,Chronic obstructive pulmonary disease,1515.07,5.928,Male,55 to 59 years,57
1180,Chronic obstructive pulmonary disease,1515.07,5.928,Male,55 to 59 years,58
1180,Chronic obstructive pulmonary disease,1515.07,5.928,Male,55 to 59 years,59
1130,Ischaemic heart disease,8790.55,56.013999999999996,Male,60 to 64 years,60
1130,Ischaemic heart disease,8790.55,56.013999999999996,Male,60 to 64 years,61
1130,Ischaemic heart disease,8790.55,56.013999999999996,Male,60 to 64 years,62
1130,Ischaemic heart disease,8790.55,56.013999999999996,Male,60 to 64 years,63
